Unnamed: 0,Unnamed: 0.1,Date,TweetURL,User,Source,Location,Tweet,Likes_Count,Retweet_Count,Quote_Count,Reply_Count,compoundVader,compoundTextBlob,compoundChatGPT
312,312,2022-09-12 17:49:22+00:00,https://twitter.com/JGDYKWIM/status/1569382674795462658,JGDYKWIM,Twitter for iPhone,Innawoods,"_tsuka beyond bullish. eth 1, $tsuka 2. watch..",30,3,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.8
255,255,2022-09-13 05:05:04+00:00,https://twitter.com/Coinboard/status/1569552720830541827,Coinboard,dlvr.it,"London, United Kingdom","ta: ethereum prints bullish pattern, why eth could surge past $1,800  eth ethereum ethusd ethusdt",0,0,0,1,0.0,"Sentiment(polarity=-0.25, subjectivity=0.25)",0.7
309,309,2022-09-12 18:03:34+00:00,https://twitter.com/NadirHashmi25/status/1569386249760145408,NadirHashmi25,Twitter for Android,"Rahimyar Khan, Pakistan", eth will be bullish in this week,0,0,0,2,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.7
257,257,2022-09-13 05:03:03+00:00,https://twitter.com/Cryptoprenure/status/1569552213747597313,Cryptoprenure,dlvr.it,,"ta: ethereum prints bullish pattern, why eth could surge past $1,800  eth ethereum",0,0,0,1,0.0,"Sentiment(polarity=-0.25, subjectivity=0.25)",0.8
258,258,2022-09-13 05:01:46+00:00,https://twitter.com/johnmorganFL/status/1569551890035183616,johnmorganFL,Twitter Web App,"For now, Earth","ta: ethereum prints bullish pattern, why eth could surge past $1,800  ",0,0,0,0,0.0,"Sentiment(polarity=-0.25, subjectivity=0.25)",0.7
304,304,2022-09-12 19:25:18+00:00,https://twitter.com/KrispNaztyFarms/status/1569406819402915841,KrispNaztyFarms,Twitter for Android,"Fort Smith, AR",_light    $eth $wpt eth bullish,0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.8
261,261,2022-09-13 04:34:58+00:00,https://twitter.com/RealShibaDoge/status/1569545148266328065,RealShibaDoge,Twitter Web App,,are you bullish on ethereum after the merge? eth ethereum shibadoge crypto cryptocurrency,119,40,1,17,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.5
300,300,2022-09-12 20:00:03+00:00,https://twitter.com/CryptoMarketInd/status/1569415564493201408,CryptoMarketInd,CryptoMarketIndex,Global,"the eth sentiment for sep 12, 2022 @ 16:00 edt is  72% bullish   bullmarket    eth cryptomarket cryptonews",0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.72
366,366,2022-09-12 08:02:54+00:00,https://twitter.com/bitcoinagile/status/1569235088306573313,bitcoinagile,bitcoinagile,Matter Doesn't Matter,ethusd potential for bullish momentum  12th september 2022 for coinbase:ethusd by fxcm eth $eth  ,0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=1.0)",0.7
298,298,2022-09-12 20:06:03+00:00,https://twitter.com/abodee647/status/1569417073574436864,abodee647,Twitter Web App,,"__diva i'm bullish on eth as always. i'm going to spend more usdt on it soon, before the merge",1,0,0,2,0.0,"Sentiment(polarity=0.5, subjectivity=0.5)",0.8
264,264,2022-09-13 03:49:11+00:00,https://twitter.com/The_Bread_Bros/status/1569533626106413057,The_Bread_Bros,Twitter for Android,Metaverse,are you bullish or bearish on the eth merge?,6,1,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.5
295,295,2022-09-12 20:52:41+00:00,https://twitter.com/bitcoinagile/status/1569428811636215811,bitcoinagile,bitcoinagile,Matter Doesn't Matter,eth bearish hammer hanging man reversal for kraken:ethusd by peterbhc eth $eth  ,0,1,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",-0.7
265,265,2022-09-13 03:36:34+00:00,https://twitter.com/bitcoinagile/status/1569530450913132545,bitcoinagile,bitcoinagile,Matter Doesn't Matter,ethusd potential for bullish trend  13th sept 2022 for coinbase:ethusd by desmondlzw eth $eth  ,0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.5)",0.7
292,292,2022-09-12 21:38:17+00:00,https://twitter.com/Ada28587778/status/1569440284379070464,Ada28587778,Twitter for Android,, bullish zukuverse enterthejungle zuku eth nftcommunity  ,3,0,0,2,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.7
267,267,2022-09-13 02:34:24+00:00,https://twitter.com/blazarforce/status/1569514803827458049,blazarforce,Twitter Web App,The Bridge,"with the merge inbound i would toss in my opinion, regardless if it's a sell the news event, i think long term it is very bullish for eth because i see it very bullish for the nft and token economies. users and holders able to earn stakes means more using and buying imho",12,3,1,2,0.0,"Sentiment(polarity=0.27, subjectivity=0.425)",0.8
287,287,2022-09-12 22:44:06+00:00,https://twitter.com/Trade4ddict/status/1569456848138543104,Trade4ddict,Twitter Web App,,if $eth closes under 1700 it looks bearish and we could see 1570 again  i also think $btc will continue to outperform eth ,2,0,0,1,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",-0.5
275,275,2022-09-13 00:42:37+00:00,https://twitter.com/AnthonyMinelli3/status/1569486675990151168,AnthonyMinelli3,Twitter for iPhone,,eth going to explode!!!!!!!!!!!!!!!!!!,0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",1.0
286,286,2022-09-12 22:52:20+00:00,https://twitter.com/CannabisNFTMag/status/1569458922431598592,CannabisNFTMag,ContentStudio.io,,"otherdeed nft unique buyer figures plummet in q3, will the bearish trend continue?  eth blockchain crypto cryptocurrency nftart cryptoart",0,0,0,0,0.0,"Sentiment(polarity=0.375, subjectivity=1.0)",0.2
317,317,2022-09-12 16:55:18+00:00,https://twitter.com/DegensVerse/status/1569369070536982530,DegensVerse,Twitter for iPad,"Scottsdale, Arizona","i cant wait for hockey season, seeing the locker logo in action will be epic, live action in game personalized nfts is so bullish! you are sleeping on a giant. big things happening! locker, eth, altcoin  ,  ,  , _woody21 ",23,17,1,13,0.0,"Sentiment(polarity=-0.009090909090909085, subjectivity=0.37142857142857144)",0.8
322,322,2022-09-12 16:04:33+00:00,https://twitter.com/AngryBetta/status/1569356298554318848,AngryBetta,Twitter for iPhone,,some bullish news nft matic eth fish betta fighterfish,3,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.5
324,324,2022-09-12 15:51:06+00:00,https://twitter.com/TheTradingEngin/status/1569352912190537730,TheTradingEngin,Twitter for Android,Paris," 119,515 eth ($207,622,990) transfered from unknown wallet to binance   bearish for ethereum",1,0,0,0,0.0,"Sentiment(polarity=-0.1, subjectivity=0.6)",-0.5
325,325,2022-09-12 15:50:56+00:00,https://twitter.com/TheTradingEngin/status/1569352870561972228,TheTradingEngin,Twitter for Android,Paris," 29,879 eth ($51,470,788) transfered from unknown wallet to okex   bearish for ethereum",1,0,0,1,0.0,"Sentiment(polarity=-0.1, subjectivity=0.6)",-0.5
365,365,2022-09-12 08:05:37+00:00,https://twitter.com/FastBull_/status/1569235771802144769,FastBull_,Twitter for iPhone,Malaysia,"eth-usdt: flattening in oscillation, whether to remain bullish?   see the latest trading analysis here:  ",6,2,0,0,0.0,"Sentiment(polarity=0.5, subjectivity=0.9)",0.2
364,364,2022-09-12 08:11:15+00:00,https://twitter.com/BitnAlts/status/1569237188583522305,BitnAlts,Twitter Web App,Europe,$kas just one reason out of many for me being extremely bullish on it 100xgem kda eth $bone,20,0,1,1,0.0,"Sentiment(polarity=0.1875, subjectivity=0.75)",0.7
363,363,2022-09-12 08:20:18+00:00,https://twitter.com/bitcoinagile/status/1569239467541553152,bitcoinagile,bitcoinagile,Matter Doesn't Matter,ethusdt potential bullish continuation to 2k zone for binance:ethusdt by yiga1 eth $eth  ,0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=1.0)",0.7
245,245,2022-09-13 06:50:13+00:00,https://twitter.com/Crypto_Kris1/status/1569579183914864641,Crypto_Kris1,Twitter for Android,Moon,the merge is coming soon  which cryptocurency are you bullish on?  eth cosmos,43,5,0,10,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.5
356,356,2022-09-12 10:01:00+00:00,https://twitter.com/Steph_iscrypto/status/1569264808737775617,Steph_iscrypto,Twitter for iPhone,,bullish rsi divergence for jasmy against eth on the 3-d tf. this signals a trend reversal is imminent! jasmy will massively outperform eth. jasmycoin jasmycrypto  jasmyusdt        ,11,3,0,1,0.0,"Sentiment(polarity=0.0, subjectivity=1.0)",0.8
352,352,2022-09-12 11:14:51+00:00,https://twitter.com/Victorsvensson8/status/1569283392507715584,Victorsvensson8,Twitter for iPhone,"Malmö, Sverige", truebit it will explode once the eth merge evolves in a couple of days ,1,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.5
351,351,2022-09-12 11:17:23+00:00,https://twitter.com/BoneSmasher_/status/1569284030750679041,BoneSmasher_,Twitter for iPhone,,what will happen with the market this week? it seems to be surfing for a while now. are you bullish are about it? eth crypto tothemoon nft,1,0,0,1,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.5
348,348,2022-09-12 12:00:02+00:00,https://twitter.com/CryptoMarketInd/status/1569294765258047488,CryptoMarketInd,CryptoMarketIndex,Global,"the eth sentiment for sep 12, 2022 @ 08:00 edt is  72% bullish   bullmarket    eth cryptomarket cryptonews",0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.72
345,345,2022-09-12 12:38:11+00:00,https://twitter.com/mrventuresnft/status/1569304366456373248,mrventuresnft,Twitter for iPhone,Blockchain,if you ever were going to list your  land  what would you list it for? land claim nftcommunity eth bullish,9,3,0,5,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.5
247,247,2022-09-13 06:35:15+00:00,https://twitter.com/atf130/status/1569575419350814720,atf130,Twitter for Android,"London, England",eth ethereum  bullish flag  ,0,0,0,3,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.75
342,342,2022-09-12 13:18:04+00:00,https://twitter.com/intell_invest/status/1569314402201120768,intell_invest,Twitter for iPhone,FREE Forecast & Alert Trials👇,ethereums intermediate-term path remains bullish. why? read below    ethereum eth ether elliottwave cryptos cryptoinvestor cryptos cryptotrading cryptocurrency   ,3,0,0,1,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.8
339,339,2022-09-12 13:53:11+00:00,https://twitter.com/bitcoinagile/status/1569323239175749634,bitcoinagile,bitcoinagile,Matter Doesn't Matter,eth/btc extremely bearish for binance:ethbtc by cheettah eth $eth  ,2,0,0,0,0.0,"Sentiment(polarity=-0.125, subjectivity=1.0)",-0.8
336,336,2022-09-12 14:22:26+00:00,https://twitter.com/KrispNaztyFarms/status/1569330598841401345,KrispNaztyFarms,Twitter for Android,"Fort Smith, AR",@_01katarina     $eth $wpt eth bullish,2,1,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.7
251,251,2022-09-13 05:52:11+00:00,https://twitter.com/CryptoNews_eth/status/1569564579188932608,CryptoNews_eth,Twitter for Android,Your Mum,"altcoins on the ethereum network are due to explode, more so than eth when the merge happens in just a few days.  ",0,0,0,0,0.0,"Sentiment(polarity=0.05833333333333333, subjectivity=0.325)",0.8
252,252,2022-09-13 05:05:10+00:00,https://twitter.com/dumbwire/status/1569552748659757058,dumbwire,dlvr.it,"Houston, TX","eth ethereum ethusd ethusdt ta: ethereum prints bullish pattern, why eth could surge past $1,800  -  ",0,0,0,0,0.0,"Sentiment(polarity=-0.25, subjectivity=0.25)",0.8
329,329,2022-09-12 15:21:41+00:00,https://twitter.com/bitcoinagile/status/1569345509189361664,bitcoinagile,bitcoinagile,Matter Doesn't Matter,bearish setup for binance:ethusdt by bullish_traders eth $eth  ,1,1,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",-0.7
253,253,2022-09-13 05:05:10+00:00,https://twitter.com/bitbangprofits/status/1569552747317587970,bitbangprofits,dlvr.it,Worldwide,"ta: ethereum prints bullish pattern, why eth could surge past $1,800  eth ethereum ethusd ",0,0,0,1,0.0,"Sentiment(polarity=-0.25, subjectivity=0.25)",0.7
327,327,2022-09-12 15:28:08+00:00,https://twitter.com/CoinDiva_Sniper/status/1569347136130523137,CoinDiva_Sniper,Twitter for iPhone,Discord CoinDiva_Sniper🎯📈,. why is eth crashing? statehouse is trending.  lets get ethmerge to trend!!,1,1,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.2
254,254,2022-09-13 05:05:04+00:00,https://twitter.com/CappcoinsCrypto/status/1569552720918642688,CappcoinsCrypto,dlvr.it,"Brisbane, Australia","ta: ethereum prints bullish pattern, why eth could surge past $1,800  eth ethereum ethusd",0,0,0,0,0.0,"Sentiment(polarity=-0.25, subjectivity=0.25)",0.7
615,615,2022-09-09 15:33:51+00:00,https://twitter.com/KrispNaztyFarms/status/1568261411041869826,KrispNaztyFarms,Twitter for Android,"Fort Smith, AR",_saitama    $eth $wpt eth bullish,1,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.5
157,157,2022-09-13 20:19:51+00:00,https://twitter.com/JroyBulldoggin/status/1569782936911679488,JroyBulldoggin,Twitter for iPhone,Alabama, so bullish on  bullflag eth erc shiba tsuka betcoin,1,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.7
452,452,2022-09-11 10:47:45+00:00,https://twitter.com/abayomiboss/status/1568914186390077445,abayomiboss,Twitter Web App,"Port Harcourt, Nigeria",_vtweets what do you think about eth merge in 2 days? do you predict a bullish price action. i know this may be subject to fundamental analysis though.,0,0,0,0,0.0,"Sentiment(polarity=-0.033333333333333326, subjectivity=0.21666666666666667)",0.5
33,33,2022-09-14 19:29:36+00:00,https://twitter.com/fOOnyuns/status/1570132675838746624,fOOnyuns,Twitter for iPhone,,it always starts with gm innit ens ensdomains bullish on my underscore collection underscore eth  ,0,1,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.5
37,37,2022-09-14 19:11:14+00:00,https://twitter.com/TKralow/status/1570128055649325056,TKralow,Twitter for iPhone,"Dubai, UAE",roughly 11 hours to go. eth merge.  are you guys bullish on eth?,138,37,0,33,0.0,"Sentiment(polarity=-0.1, subjectivity=0.4)",0.5
573,573,2022-09-09 23:38:36+00:00,https://twitter.com/JagsterTrading/status/1568383400138113025,JagsterTrading,Twitter Web App,"Iboughtit-Iownit Land, Oz",ethereum has turned the corner w increasingly bullish daily mo  confirmation includes bos abv 1720 and then 1780. a bo w conviction abv 2030 is key!!! bullish eth $eth crypto ,0,0,0,1,0.0,"Sentiment(polarity=0.0, subjectivity=0.5)",0.8
572,572,2022-09-09 23:45:32+00:00,https://twitter.com/kripto_zey/status/1568385146612584454,kripto_zey,Twitter Web App,Türkiye,eth bullish yapsn korumaya alyor. saatlike yapt skmay yukar ynl krmas halinde bullsh yaps devam edecektir ,6,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.5
42,42,2022-09-14 18:55:30+00:00,https://twitter.com/CryptoMoonMag/status/1570124094435168257,CryptoMoonMag,TweetDeck,Australia,10 hours until 'the merge' ethereum !  will eth be bullish or bearish after this?  what do you guys think?    ethereummerge ethereum,4,2,0,1,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.5
43,43,2022-09-14 18:39:31+00:00,https://twitter.com/Prieur1998/status/1570120072286572545,Prieur1998,Twitter Web App,, so am i! i feel bullish on eth,0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.7
50,50,2022-09-14 17:52:55+00:00,https://twitter.com/Cakebaba1/status/1570108345125851137,Cakebaba1,Twitter Web App,, i'm also very bullish on eth,1,0,0,0,0.0,"Sentiment(polarity=0.2, subjectivity=0.3)",0.8
564,564,2022-09-10 02:57:21+00:00,https://twitter.com/KrispNaztyFarms/status/1568433416953073664,KrispNaztyFarms,Twitter for Android,"Fort Smith, AR",_gr8ful_1   $eth $wpt eth bullish,1,1,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",1.0
560,560,2022-09-10 03:59:34+00:00,https://twitter.com/hell_124/status/1568449075758141440,hell_124,Twitter Web App,,"someone swept 56 _ yesterday, bullish on this project! lfg bgyc bgycfamily   eth nftcommunity ",8,6,0,1,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.8
559,559,2022-09-10 04:00:03+00:00,https://twitter.com/CryptoMarketInd/status/1568449194746052610,CryptoMarketInd,CryptoMarketIndex,Global,"the eth sentiment for sep 10, 2022 @ 00:00 edt is  75% bullish   bullmarket    eth cryptomarket cryptonews",0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.75
55,55,2022-09-14 17:08:11+00:00,https://twitter.com/web3AGORAZ/status/1570097090218414082,web3AGORAZ,Twitter for iPhone,web3,"ethereummerge is about to start in few hours  some people are bullish on it, some others are bearish on it   what do yall think about that eth 2.0 aka ethmerge ?",0,0,0,1,0.0,"Sentiment(polarity=-0.2, subjectivity=0.1)",0.5
553,553,2022-09-10 06:33:18+00:00,https://twitter.com/FrenckCoppola/status/1568487761925095424,FrenckCoppola,Twitter for Android,Napoli,eth si  finalmente portato sopra le medie mobili 20 e 50... e questo forse il dato pi importante di questo inizio del weekend...  riuscire a consolidare questa posizione significherebbe accumulare forza per una spinta pi profonda  rsi in costante aumento... altro dato bullish,6,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.8
61,61,2022-09-14 16:27:36+00:00,https://twitter.com/B055Lady_Elle/status/1570086873476759554,B055Lady_Elle,Twitter for Android,🇵🇹,_capital    _official  _inu    @_hamster_coin $poodl bullish af  crypto nftcommunity metaverse bsc eth ,5,2,0,2,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.8
62,62,2022-09-14 16:23:43+00:00,https://twitter.com/bitcoinagile/status/1570085898091638784,bitcoinagile,bitcoinagile,Matter Doesn't Matter,h1 bearish continuation pattern ethusd for coinbase:ethusd by mike_kabila eth $eth  ,0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",-0.7
69,69,2022-09-14 15:36:08+00:00,https://twitter.com/BitFinsider/status/1570073923710066689,BitFinsider,Blog2Social APP,,where can i exchange eth and the forked tokens after the merge?  ethereummerge ethmerge eth ethereum proex _ bullish hardfork cryptocurrency staking   ,0,0,0,1,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.2
543,543,2022-09-10 10:09:28+00:00,https://twitter.com/DavidGoCrypto/status/1568542163658592257,DavidGoCrypto,Twitter for iPhone,,ethereum bullish rally far from over! watch this flag pattern - bitcoinsensus  eth ,0,0,0,3,0.0,"Sentiment(polarity=0.125, subjectivity=1.0)",0.8
80,80,2022-09-14 13:31:06+00:00,https://twitter.com/ourcryptotalk/status/1570042455659257857,ourcryptotalk,Twitter for Android,Get Access ➡️,"some traders appear to hedge their eth bullish exposure in case the ethereummerge has any technical issues, driving the cost of holding bearish bets higher.",8,0,0,0,0.0,"Sentiment(polarity=0.125, subjectivity=0.3)",-0.2
537,537,2022-09-10 12:00:03+00:00,https://twitter.com/CryptoMarketInd/status/1568569991561109506,CryptoMarketInd,CryptoMarketIndex,Global,"the eth sentiment for sep 10, 2022 @ 08:00 edt is  61% bullish   bullmarket    eth cryptomarket cryptonews",1,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.61
84,84,2022-09-14 12:59:49+00:00,https://twitter.com/ReadDailyCoin/status/1570034585429495809,ReadDailyCoin,Hootsuite Inc.,"Zug, Switzerland","uncertainty about the merge breeds bearish sentiments, where will the price of ethereum go?  find out   eth pow pos cryptonews crypto cryptocurrency cryptocurrencies  ",2,1,0,1,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.2
460,460,2022-09-11 06:58:25+00:00,https://twitter.com/cryptometugce/status/1568856471039012866,cryptometugce,Typefully,United States,5/8 eth'de ise tam tersi bir durum var. piyasa eth'i short'luyor... artan open interest'e karlk negatif blgede derinleen funding rate gryoruz. bu eth iin bearish bir piyasa beklentisi olduunu bize gsteriyor.  kaynak: _com ,2,0,0,1,0.0,"Sentiment(polarity=0.0, subjectivity=0.4)",-0.5
34,34,2022-09-14 19:16:05+00:00,https://twitter.com/AndrewGriUK/status/1570129276246331392,AndrewGriUK,Andrew Signals,"Birmingham, England",eth the price has formed an ascending triangle . possible bullish breakout of the pattern on the news about the approaching launch of pos   ethbtc ,1,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.5)",0.7
32,32,2022-09-14 19:37:20+00:00,https://twitter.com/0xVoxy/status/1570134622599778305,0xVoxy,Twitter for iPhone,Metaverse,today is ethereum merge day  are you guys bullish on eth?,1,0,0,1,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.5
526,526,2022-09-10 14:50:19+00:00,https://twitter.com/Utoday_en/status/1568612842332475399,Utoday_en,get shares,"New York, USA",can eth remain bullish after a few days of sharp rise? crypto ethereum eth $eth cryptoexchange   ,14,3,0,4,0.0,"Sentiment(polarity=-0.1625, subjectivity=0.425)",0.2
582,582,2022-09-09 21:49:21+00:00,https://twitter.com/KendineCrypto_/status/1568355905556586497,KendineCrypto_,Twitter Web App,Huginn Academy,maybe..  bu arada ben de shorttaym 1728.19$'dan    bullish ob civarndan tp almay planlyorum..  eth $eth ethereum ,3,0,1,3,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.7
614,614,2022-09-09 15:34:07+00:00,https://twitter.com/KrispNaztyFarms/status/1568261475369631747,KrispNaztyFarms,Twitter for Android,"Fort Smith, AR",   $eth $wpt eth bullish,1,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.75
613,613,2022-09-09 15:35:37+00:00,https://twitter.com/KrispNaztyFarms/status/1568261852861276162,KrispNaztyFarms,Twitter for Android,"Fort Smith, AR",_d4mus  $eth $wpt eth bullish,1,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",1.0
611,611,2022-09-09 15:37:34+00:00,https://twitter.com/Trade4ddict/status/1568262344870105088,Trade4ddict,Twitter Web App,,if $eth closes above resistance line it looks bullish enough to me  i think we could see eth pumping to 2000 soon  ,2,0,0,1,0.0,"Sentiment(polarity=0.0, subjectivity=0.3)",0.75
3,3,2022-09-14 23:46:51+00:00,https://twitter.com/OzCastillo/status/1570197416363839490,OzCastillo,Twitter for iPad,🔥Hot Land😏,aproximadamente faltan 5 horas para la activacin de themergecmcethmerge ethmerge ethereummerge  14sep 15sep ethereum eth $eth  invest investing bullishcriptotwitter cryptotwitter crypto cripto cryptos criptos trading criptomoneda criptomonedas,2,1,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.5
5,5,2022-09-14 23:07:20+00:00,https://twitter.com/QuandoCrypto/status/1570187470158893061,QuandoCrypto,Twitter for iPhone,Flat earth,im very bearish for the eth merge .. but long term im bullish asf! if you get what im saying,0,0,0,0,0.0,"Sentiment(polarity=0.06875, subjectivity=0.35)",-0.5
7,7,2022-09-14 22:29:06+00:00,https://twitter.com/GollumsGems/status/1570177850539646978,GollumsGems,Twitter for Android,,has the  upgrade made you more bullish on ethereum ?  let us know your thoughts below.  crypto cryptocurrecy eth ethmerge vitalik,92,71,2,84,0.0,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5
8,8,2022-09-14 22:01:26+00:00,https://twitter.com/youngblue313/status/1570170886229217280,youngblue313,Twitter for iPhone,The moon ,bullish on the eth merge,0,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.8
602,602,2022-09-09 17:03:36+00:00,https://twitter.com/hnordstrom22/status/1568283996932509705,hnordstrom22,Twitter for Android,,_ how could you not be bullish on $hoichi?  you always keep it real _ tell us what you think of hoichi  shibarmy eth cryptocurrency ,12,6,0,1,0.0,"Sentiment(polarity=0.2, subjectivity=0.30000000000000004)",0.5
601,601,2022-09-09 17:04:53+00:00,https://twitter.com/ladymarketok/status/1568284317494943744,ladymarketok,Twitter Web App,,"si supera 1785 si, queda anulado eth",7,0,0,3,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.2
11,11,2022-09-14 21:46:15+00:00,https://twitter.com/Malik_Israar/status/1570167064307933184,Malik_Israar,Twitter for iPhone,"Lahore, Pakistan ",eth is looking bullish!,1,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.8
594,594,2022-09-09 19:07:20+00:00,https://twitter.com/MKid12276995/status/1568315133495054345,MKid12276995,Twitter Web App,,check out saitoki price prediction! extremely bullish! mkid saitoki  eth p2e k2e ,28,9,0,6,0.0,"Sentiment(polarity=-0.15625, subjectivity=1.0)",0.9
12,12,2022-09-14 21:46:13+00:00,https://twitter.com/minazim_8070/status/1570167057752244227,minazim_8070,Twitter Web App,, i am bullish either way! people are looking very short term at eth again...,2,0,0,1,0.0,"Sentiment(polarity=0.0, subjectivity=0.39)",0.7
13,13,2022-09-14 21:45:56+00:00,https://twitter.com/Israr_Ahmad___/status/1570166987468201984,Israr_Ahmad___,Twitter for iPhone,"Lahore, Pakistan",eth is looking bullish!,2,0,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",0.8
